==24446== NVPROF is profiling process 24446, command: python manual_torch.py gpu 32
/home/oguzziya/miniconda3/envs/phiflow-py36/lib/python3.6/site-packages/phi/viz/display.py:80: UserWarning: GUI is disabled because of missing dependencies: No module named 'dash_core_components'. To install all dependencies, run $ pip install phiflow[gui]
  warnings.warn('GUI is disabled because of missing dependencies: %s. To install all dependencies, run $ pip install phiflow[gui]' % import_error)
==24446== Profiling application: python manual_torch.py gpu 32
==24446== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
3.24736s     928ns              (5 1 1)        (64 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::FillFunctor<float>, at::detail::Array<char*, int=1>>(int, float, at::native::FillFunctor<float>) [8486]
3.24750s     832ns                    -               -         -         -         -        8B  9.1699MB/s    Pageable      Device  GeForce GTX 960         1         7  [CUDA memcpy HtoD]
3.24752s  92.576us           (1056 1 1)         (1 1 1)        40        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void torch_cuda::ResampleCudaKernel<float>(unsigned int, int, unsigned int const *, unsigned int, unsigned int, unsigned int, unsigned int, float const *, float const , unsigned int const **, Boundary const *, float const *) [8532]
3.24853s  7.7120us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::global_to_local2d$242(Array<float, int=4, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, __int64, Array<float, int=1, C, mutable, aligned>) [8563]
3.24856s     960ns              (5 1 1)        (64 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::FillFunctor<float>, at::detail::Array<char*, int=1>>(int, float, at::native::FillFunctor<float>) [8575]
3.24870s     800ns                    -               -         -         -         -        8B  9.5367MB/s    Pageable      Device  GeForce GTX 960         1         7  [CUDA memcpy HtoD]
3.24872s  91.680us           (1056 1 1)         (1 1 1)        40        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void torch_cuda::ResampleCudaKernel<float>(unsigned int, int, unsigned int const *, unsigned int, unsigned int, unsigned int, unsigned int, float const *, float const , unsigned int const **, Boundary const *, float const *) [8621]
3.24942s  7.8400us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::global_to_local2d$242(Array<float, int=4, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, __int64, Array<float, int=1, C, mutable, aligned>) [8640]
3.24945s     928ns              (5 1 1)        (64 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::FillFunctor<float>, at::detail::Array<char*, int=1>>(int, float, at::native::FillFunctor<float>) [8652]
3.24959s     992ns                    -               -         -         -         -        8B  7.6909MB/s    Pageable      Device  GeForce GTX 960         1         7  [CUDA memcpy HtoD]
3.24961s  91.264us           (1056 1 1)         (1 1 1)        40        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void torch_cuda::ResampleCudaKernel<float>(unsigned int, int, unsigned int const *, unsigned int, unsigned int, unsigned int, unsigned int, float const *, float const , unsigned int const **, Boundary const *, float const *) [8698]
3.25069s  7.5840us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::semi_lagrangian_update2d$243(Array<float, int=4, C, mutable, aligned>, Array<float, int=4, C, mutable, aligned>, Array<float, int=4, C, mutable, aligned>, double, __int64) [8735]
3.25115s  7.5520us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::global_to_local2d$242(Array<float, int=4, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, __int64, Array<float, int=1, C, mutable, aligned>) [8746]
3.25119s     928ns              (5 1 1)        (64 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::FillFunctor<float>, at::detail::Array<char*, int=1>>(int, float, at::native::FillFunctor<float>) [8758]
3.25133s     832ns                    -               -         -         -         -        8B  9.1699MB/s    Pageable      Device  GeForce GTX 960         1         7  [CUDA memcpy HtoD]
3.25135s  90.720us           (1056 1 1)         (1 1 1)        40        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void torch_cuda::ResampleCudaKernel<float>(unsigned int, int, unsigned int const *, unsigned int, unsigned int, unsigned int, unsigned int, float const *, float const , unsigned int const **, Boundary const *, float const *) [8804]
3.25211s  4.7360us              (1 1 1)       (32 32 1)        17        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::buoyancy2d$245(Array<float, int=4, C, mutable, aligned>, Array<float, int=4, C, mutable, aligned>, double, double, __int64) [8829]

Regs: Number of registers used per CUDA thread. This number includes registers used internally by the CUDA driver and/or tools and can be more than what the compiler shows.
SSMem: Static shared memory allocated per CUDA block.
DSMem: Dynamic shared memory allocated per CUDA block.
SrcMemType: The type of source memory accessed by memory operation/copy
DstMemType: The type of destination memory accessed by memory operation/copy
